SystemId|Customer Name|Customer Number|Account System Id|Account Number|Customer Type|Trust Name|PAN|AddressType|Address 1|Address 2|Address 3|Address 4|Email Id|Segment|Industry|Business Unit|Customer Zone|Customer State|Customer Location|Father Name|Pendency Reason|Pendency Remarks|NPA Type|Date Of NPA|AdhaarNo|Customer Demise
42|VEENA|AZ22|122|ACC022|companies|||||||||Finance|Banking|CTQA|WEST|MAHARASHTRA|RATNAGIRI|||||||No
47|VEENA|TESTID123|127|LAN0104|Individual|XYZ||commercial|MUMBAI||||VEENA.1@TEST.COM|Finance|Banking|CTQA|WEST|MAHARASHTRA|PUNE|RAM|NA|NA|Doubtful assets|01-Mar-2025|231456785423|No
47|VEENA|TESTID123|132|LAN0104AA|Individual|XYZ||commercial|MUMBAI||||VEENA.1@TEST.COM|Finance|Banking|CTQA|WEST|MAHARASHTRA|PUNE|RAM|NA|NA|Doubtful assets|01-Mar-2025|231456785423|No
47|VEENA|TESTID123|133|LAN0104AB|Individual|XYZ||commercial|MUMBAI||||VEENA.1@TEST.COM|Finance|Banking|CTQA|WEST|MAHARASHTRA|PUNE|RAM|NA|NA|Doubtful assets|01-Mar-2025|231456785423|No
47|VEENA|TESTID123|136|232343DFDFG|Individual|XYZ||commercial|MUMBAI||||VEENA.1@TEST.COM|Finance|Banking|CTQA|WEST|MAHARASHTRA|PUNE|RAM|NA|NA|Doubtful assets|01-Mar-2025|231456785423|No
48|JENY|TB01|128|TBACC01|companies|XYZ||commercial|MUMBAI|PUNE|SATARA|DELHI|JENY.1@TEST.COM|Finance|Banking|CTQA|WEST|GOA|COLVA|RAM|Pendency Reason|PENDENCY REMARK|Doubtful assets|03-Mar-2025|231422785432|No
48|JENY|TB01|129|TBACC02|companies|XYZ||commercial|MUMBAI|PUNE|SATARA|DELHI|JENY.1@TEST.COM|Finance|Banking|CTQA|WEST|GOA|COLVA|RAM|Pendency Reason|PENDENCY REMARK|Doubtful assets|03-Mar-2025|231422785432|No
48|JENY|TB01|130|TBACC03|companies|XYZ||commercial|MUMBAI|PUNE|SATARA|DELHI|JENY.1@TEST.COM|Finance|Banking|CTQA|WEST|GOA|COLVA|RAM|Pendency Reason|PENDENCY REMARK|Doubtful assets|03-Mar-2025|231422785432|No
48|JENY|TB01|139|LAN500|companies|XYZ||commercial|MUMBAI|PUNE|SATARA|DELHI|JENY.1@TEST.COM|Finance|Banking|CTQA|WEST|GOA|COLVA|RAM|Pendency Reason|PENDENCY REMARK|Doubtful assets|03-Mar-2025|231422785432|No
48|JENY|TB01|158|ACC12AJ|companies|XYZ||commercial|MUMBAI|PUNE|SATARA|DELHI|JENY.1@TEST.COM|Finance|Banking|CTQA|WEST|GOA|COLVA|RAM|Pendency Reason|PENDENCY REMARK|Doubtful assets|03-Mar-2025|231422785432|No
52|LINDA|SSR01|156|ACCSR01|companies|||commercial|MUMBAI|PUNE|||||Banking|CTQA|WEST|MAHARASHTRA|SOLAPUR|JONE|Pendency Reason||Loss assets|05-May-2025||No
52|LINDA|SSR01|157|ACCSR01|companies|||commercial|MUMBAI|PUNE|||||Banking|CTQA|WEST|MAHARASHTRA|SOLAPUR|JONE|Pendency Reason||Loss assets|05-May-2025||No
69|UDIT|UIC01|185|UIAC01|companies|ABC||Current Address|ADD1|ADD2|||||Banking|CTQA|NORTH|RAJASTHAN|JODHPUR|URAN|Pendency Reason|PENDENCY REMARK|Doubtful assets|02-Jul-2025||No
69|UDIT|UIC01|185|UIAC01|companies|ABC||Current Address|MUMBAI||||||Banking|CTQA|NORTH|RAJASTHAN|JODHPUR|URAN|Pendency Reason|PENDENCY REMARK|Doubtful assets|02-Jul-2025||No
69|UDIT|UIC01|185|UIAC01|companies|ABC||Residential|MUMBAI|PUNE|||||Banking|CTQA|NORTH|RAJASTHAN|JODHPUR|URAN|Pendency Reason|PENDENCY REMARK|Doubtful assets|02-Jul-2025||No
69|UDIT|UIC01|186|UIAC02|companies|ABC||Current Address|ADD1|ADD2|||||Banking|CTQA|NORTH|RAJASTHAN|JODHPUR|URAN|Pendency Reason|PENDENCY REMARK|Doubtful assets|02-Jul-2025||No
69|UDIT|UIC01|186|UIAC02|companies|ABC||Current Address|MUMBAI||||||Banking|CTQA|NORTH|RAJASTHAN|JODHPUR|URAN|Pendency Reason|PENDENCY REMARK|Doubtful assets|02-Jul-2025||No
69|UDIT|UIC01|186|UIAC02|companies|ABC||Residential|MUMBAI|PUNE|||||Banking|CTQA|NORTH|RAJASTHAN|JODHPUR|URAN|Pendency Reason|PENDENCY REMARK|Doubtful assets|02-Jul-2025||No
70|AMIT BHONDE|CUST455501|188|LAN455501-01|Individual|||PERMANENT ADDRESS|SANTAJI NAGAR, SUDHIR COLONY, AKOLA|||||||CTQA|WEST|MAHARASHTRA|AKOLA|GUNAVANANT|||NPA|01-Jul-2024||No
70|AMIT BHONDE|CUST455501|189|LAN455501-2|Individual|||PERMANENT ADDRESS|SANTAJI NAGAR, SUDHIR COLONY, AKOLA|||||||CTQA|WEST|MAHARASHTRA|AKOLA|GUNAVANANT|||NPA|01-Jul-2024||No
70|AMIT BHONDE|CUST455501|190|LAN455501-3|Individual|||PERMANENT ADDRESS|SANTAJI NAGAR, SUDHIR COLONY, AKOLA|||||||CTQA|WEST|MAHARASHTRA|AKOLA|GUNAVANANT|||NPA|01-Jul-2024||No
70|AMIT BHONDE|CUST455501|191|LAN455501-4|Individual|||PERMANENT ADDRESS|SANTAJI NAGAR, SUDHIR COLONY, AKOLA|||||||CTQA|WEST|MAHARASHTRA|AKOLA|GUNAVANANT|||NPA|01-Jul-2024||No
71|P TEST CUSTOMER|PTC1234|193|PTC_01|companies|||commercial|MUMBAI||||TEST@GMAIL.COM|Finance|Banking|CTQA|WEST|MAHARASHTRA|MUMBAI|TEST||||||No
75|AFC|AFC01|194|AFCA01|Individual|XYZ||Current Address|MUMBAI|PUNE|DELHI|SURAT||||CTQA|WEST|MAHARASHTRA|MUMBAI||Pendency Reason|PENDENCY REMARK|Loss assets|01-Jul-2025||No
